Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
0	9.799	0.00000007257	3.872	21.19	0.02646	0.03556	0.03655	0.02768	0.02068	0.007237	9.799	9.47	8.814	10.46	9.142	8.486	10.78	22.27	10.79	0.883	0.00000007257	0.0000001281	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
1	10.46	0.00000007257	11.55	21.36	0.02671	0.0359	0.03691	0.02791	0.0208	0.007294	10.46	9.799	9.47	11.11	9.47	9.47	11.11	22.59	11.12	0.9266	0.00000007257	0.0000001281	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
2	10.78	0.00000007257	11.98	21.58	0.02697	0.03631	0.03726	0.0281	0.02103	0.007373	10.78	9.799	9.47	11.44	10.46	10.46	10.78	23.25	11.12	0.901	0.00000007257	0.0000001279	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
3	11.44	0.00000007257	11.66	22.16	0.02756	0.03722	0.0383	0.02876	0.02159	0.007645	11.44	10.13	10.13	11.77	10.78	10.78	11.44	23.58	11.44	0.8859	0.00000007257	0.0000001279	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
4	10.13	0.00000007242	12.28	22.37	0.0278	0.03759	0.03871	0.02902	0.0218	0.007706	10.13	9.142	8.157	9.47	9.142	8.157	9.799	24.89	11.77	0.8964	0.00000007242	0.0000001276	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
5	10.78	0.00000007261	12.05	22.65	0.0281	0.03801	0.03919	0.02927	0.02206	0.007879	10.78	9.799	9.799	11.44	10.13	10.13	11.11	25.22	12.1	0.8705	0.00000007261	0.0000001278	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
6	11.77	0.00000007249	12.89	22.97	0.02847	0.03861	0.03971	0.02978	0.02243	0.007873	11.77	10.46	9.47	10.13	9.47	9.47	10.78	25.55	12.1	0.902	0.00000007249	0.0000001281	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
7	14.72	0.00000007238	12.63	23.22	0.02877	0.03907	0.04014	0.03	0.02266	0.007958	14.72	12.1	12.1	14.07	15.38	11.77	11.77	26.86	12.76	0.9467	0.00000007238	0.0000001278	0.004761	9.495	1413.08	1413.08	1413.08	1413.08
8	8.486	0.00000007238	14.15	23.55	0.02909	0.03966	0.04068	0.03031	0.02291	0.008059	8.486	7.501	7.501	8.814	8.814	8.157	9.799	26.86	13.08	0.8984	0.00000007238	0.0000001274	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
9	10.13	0.00000007242	13.88	23.77	0.02943	0.04011	0.04124	0.03071	0.02328	0.008224	10.13	9.142	9.142	10.13	9.47	8.486	10.46	27.19	13.08	0.9302	0.00000007242	0.0000001276	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
10	10.13	0.00000007253	14.61	24.04	0.0297	0.04057	0.04163	0.03111	0.02353	0.008234	10.13	9.799	9.47	11.11	9.47	9.799	11.11	27.84	13.41	0.882	0.00000007253	0.0000001277	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
11	11.44	0.00000007246	14.56	24.27	0.03003	0.04096	0.04212	0.0315	0.02376	0.008293	11.44	10.46	9.799	11.77	10.78	10.46	11.11	28.5	13.74	0.8941	0.00000007246	0.0000001278	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
12	10.78	0.00000007242	15.13	24.52	0.03028	0.0414	0.04262	0.03177	0.02396	0.008423	10.78	9.799	9.47	10.78	9.47	8.486	10.78	29.15	13.74	0.8909	0.00000007242	0.0000001276	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
13	8.814	0.00000007226	14.67	24.88	0.03054	0.04185	0.043	0.03203	0.0242	0.008463	8.814	8.157	7.829	8.814	8.814	8.157	8.814	29.48	14.72	0.8692	0.00000007226	0.0000001272	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
14	11.11	0.00000007257	15.29	25.03	0.03084	0.0423	0.04344	0.03239	0.02451	0.008551	11.11	9.799	10.13	11.77	10.78	10.13	11.44	30.14	14.4	0.9	0.00000007257	0.0000001277	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
15	11.11	0.00000007246	15.51	25.29	0.03129	0.04284	0.04402	0.03279	0.02479	0.008678	11.11	10.46	9.799	10.78	9.47	8.814	11.11	30.46	14.4	0.9201	0.00000007246	0.0000001277	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
16	9.142	0.00000007218	16.46	25.54	0.03155	0.04336	0.0444	0.03313	0.02498	0.008733	9.142	8.157	7.829	9.47	8.486	8.157	9.142	31.45	15.05	0.8833	0.00000007218	0.0000001274	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
17	10.78	0.00000007238	16.23	25.8	0.03191	0.04377	0.04501	0.03354	0.02526	0.008831	10.78	10.13	10.13	11.44	10.78	9.799	11.11	31.78	15.38	0.8876	0.00000007238	0.0000001279	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
18	11.11	0.00000007234	16.75	26.08	0.0323	0.04437	0.04558	0.03387	0.02554	0.008919	11.11	8.814	8.814	10.13	9.142	8.486	10.78	32.43	15.38	0.9066	0.00000007234	0.0000001277	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
19	9.142	0.0000000721	17.01	26.42	0.03266	0.04474	0.046	0.03431	0.0258	0.009019	9.142	8.486	8.157	9.47	8.157	8.157	9.142	33.42	15.71	0.8649	0.0000000721	0.0000001271	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
20	8.814	0.00000007214	17.6	26.63	0.03301	0.04517	0.04653	0.03458	0.02603	0.009102	8.814	7.829	8.157	9.47	8.157	8.157	9.142	34.4	16.36	0.8892	0.00000007214	0.0000001273	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
21	11.11	0.00000007222	18.55	26.89	0.03331	0.04573	0.04694	0.03498	0.02626	0.009192	11.11	10.13	9.799	11.77	10.13	10.13	11.44	34.73	16.36	0.9476	0.00000007222	0.0000001275	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
22	10.13	0.0000000723	18.35	27.2	0.03362	0.04615	0.04741	0.03529	0.02654	0.009292	10.13	9.47	9.47	10.46	8.814	9.47	11.11	35.38	16.36	0.8803	0.0000000723	0.0000001276	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
23	8.814	0.00000007218	18.89	28.14	0.03461	0.04752	0.04885	0.03624	0.02719	0.009672	8.814	8.486	9.47	11.44	9.47	9.142	12.1	36.37	16.69	0.8771	0.00000007218	0.0000001274	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
24	11.44	0.0000000721	19.16	28.34	0.03489	0.04785	0.04929	0.0366	0.02739	0.009749	11.44	10.13	9.47	11.11	10.13	8.814	9.47	38.01	17.68	0.883	0.0000000721	0.0000001272	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
25	9.142	0.00000007203	20.34	28.66	0.03525	0.04844	0.04977	0.03695	0.02766	0.009827	9.142	8.157	8.157	9.799	8.814	7.829	9.47	38.66	18.33	0.9014	0.00000007203	0.0000001274	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
26	10.78	0.00000007226	20.79	28.94	0.03561	0.04902	0.05034	0.03747	0.02795	0.009933	10.78	10.13	9.799	11.44	10.13	10.13	11.11	39.32	18.66	0.8981	0.00000007226	0.0000001277	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
27	10.78	0.00000007218	21.09	29.48	0.03627	0.04996	0.05123	0.03804	0.02839	0.0101	10.78	10.13	10.13	11.11	10.78	9.799	11.44	39.97	18.66	0.943	0.00000007218	0.0000001277	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
28	8.486	0.0000000721	21	29.68	0.03659	0.05026	0.05168	0.03844	0.0286	0.01022	8.486	7.501	7.501	9.142	9.142	8.486	11.11	41.29	19.64	0.9322	0.0000000721	0.0000001274	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
29	9.47	0.00000007203	21.89	30.16	0.03701	0.05089	0.0524	0.03905	0.0289	0.01031	9.47	8.486	8.157	9.799	8.486	8.157	8.814	42.27	19.64	0.8748	0.00000007203	0.0000001272	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
30	11.11	0.00000007218	22.27	30.45	0.03741	0.0515	0.05299	0.03941	0.02922	0.01045	11.11	9.799	9.142	10.78	9.47	8.814	9.142	43.58	19.64	0.9355	0.00000007218	0.0000001273	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
31	8.486	0.0000000721	22.96	30.79	0.03785	0.05207	0.05363	0.03984	0.0295	0.01054	8.486	7.829	7.829	8.814	8.486	7.829	8.486	44.57	20.63	0.9191	0.0000000721	0.0000001269	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
32	11.11	0.00000007207	23.39	31.16	0.03822	0.05263	0.05405	0.04031	0.02981	0.01063	11.11	9.799	9.799	11.11	8.814	8.814	10.46	45.22	20.95	0.9224	0.00000007207	0.0000001272	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
33	8.157	0.00000007214	24.34	31.4	0.03868	0.05327	0.0547	0.04075	0.03006	0.01075	8.157	7.829	7.173	9.142	8.486	8.486	11.77	45.88	21.28	0.8685	0.00000007214	0.0000001271	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
34	11.77	0.00000007199	24.29	31.75	0.03905	0.05363	0.05514	0.04114	0.03037	0.01086	11.77	9.799	9.47	11.77	10.46	9.799	9.799	46.21	21.61	0.9073	0.00000007199	0.0000001272	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
35	8.814	0.0000000721	25.27	32.05	0.03946	0.05412	0.05582	0.04155	0.03057	0.01096	8.814	8.157	10.13	10.78	9.142	8.486	11.77	47.19	21.61	0.8784	0.0000000721	0.0000001273	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
36	8.157	0.00000007203	25.53	32.44	0.03993	0.05475	0.05629	0.04197	0.03101	0.01106	8.157	7.501	7.501	8.814	8.814	8.157	9.142	48.5	22.27	0.8646	0.00000007203	0.0000001272	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
37	10.13	0.00000007214	26.14	32.88	0.04052	0.05542	0.05724	0.04265	0.03137	0.01122	10.13	10.13	9.799	11.44	10.13	9.47	10.78	49.49	22.59	0.9023	0.00000007214	0.0000001272	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
38	9.142	0.00000007187	27	33.23	0.04085	0.05598	0.05763	0.0431	0.03166	0.01133	9.142	8.157	8.157	9.47	8.157	7.829	9.142	50.8	23.58	0.9424	0.00000007187	0.000000127	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
39	8.814	0.00000007203	27.42	33.7	0.04137	0.0566	0.0582	0.04356	0.03204	0.01144	8.814	7.829	7.501	8.814	8.157	8.486	8.814	51.78	23.91	0.8905	0.00000007203	0.0000001267	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
40	8.814	0.00000007203	28.46	33.95	0.04182	0.05701	0.05871	0.04398	0.03235	0.01156	8.814	8.157	7.501	9.47	8.157	7.829	10.13	53.09	24.56	0.9168	0.00000007203	0.0000001268	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
41	8.486	0.00000007207	28.52	34.28	0.04217	0.05758	0.05928	0.04447	0.03262	0.01164	8.486	7.501	7.173	8.814	8.486	7.501	8.486	53.75	24.89	0.8813	0.00000007207	0.000000127	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
42	10.13	0.00000007203	29.44	34.55	0.04252	0.05806	0.05975	0.04481	0.03296	0.01175	10.13	9.799	9.47	11.11	9.142	8.814	10.46	54.4	24.89	0.9155	0.00000007203	0.0000001272	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
43	10.78	0.0000000721	29.68	34.95	0.04298	0.05862	0.06034	0.0454	0.03331	0.01188	10.78	10.13	9.799	11.77	10.46	10.13	11.44	55.72	25.55	0.8652	0.0000000721	0.0000001273	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
44	11.44	0.00000007199	29.99	36.39	0.04435	0.06022	0.06197	0.05012	0.03442	0.01242	11.44	10.46	10.13	11.77	11.11	10.46	10.46	56.37	25.87	0.9237	0.00000007199	0.0000001272	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
45	11.44	0.00000009051	31.04	36.66	0.04477	0.06063	0.06262	0.04775	0.03454	0.01255	11.44	10.46	9.799	11.11	9.142	8.486	10.78	60.31	27.19	0.8679	0.00000009051	0.0000001282	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
46	8.814	0.0000002369	32.25	37.15	0.04524	0.06151	0.06312	0.04779	0.03494	0.01264	8.814	8.486	8.157	11.44	8.486	8.157	9.47	61.62	27.84	0.9165	0.0000002369	0.0000001463	0.004761	10.15	1413.08	1413.08	1413.08	1413.08
47	10.78	0.000000341	33.1	37.67	0.04578	0.0619	0.06382	0.04829	0.03544	0.01274	10.78	9.47	9.142	14.72	9.47	8.814	10.78	62.27	28.17	0.8685	0.000000341	0.0000001692	0.004761	13.27	1413.08	1413.08	1413.08	1413.08
48	9.47	0.0000005014	34.35	38.33	0.04661	0.06299	0.06469	0.04908	0.03597	0.01295	9.47	8.157	9.142	15.38	8.486	8.157	9.799	63.91	29.15	0.8735	0.0000005014	0.0000002067	0.004761	15.9	1413.08	1413.08	1413.08	1413.08
49	8.486	0.0000006257	35.36	38.73	0.04713	0.06347	0.06521	0.04957	0.03631	0.01304	8.486	7.829	8.157	16.36	8.486	7.829	8.486	65.88	30.46	0.8675	0.0000006257	0.0000002343	0.004761	18.03	1413.08	1413.08	1413.08	1413.08
50	10.78	0.000000755	36.15	39.21	0.04758	0.06423	0.06609	0.05012	0.03673	0.01328	10.78	9.799	10.78	21.29	10.46	10.13	11.77	66.87	30.14	0.9096	0.000000755	0.0000002689	0.004761	20.82	1413.08	1413.08	1413.08	1413.08
51	10.13	0.0000008935	36.79	39.77	0.04817	0.06485	0.06657	0.05068	0.03715	0.01327	10.13	9.47	10.46	21.29	9.47	8.814	11.11	68.18	30.79	0.9204	0.0000008935	0.0000003073	0.004761	23.45	1413.08	1413.08	1413.08	1413.08
52	8.486	0.000001028	37.63	40.33	0.04871	0.06544	0.0671	0.05117	0.03753	0.0134	8.486	7.829	9.47	21.29	8.814	8.157	8.814	69.82	31.78	0.9128	0.000001028	0.0000003361	0.004761	24.43	1413.08	1413.08	1413.08	1413.08
53	10.78	0.000001157	38.85	40.62	0.04916	0.06604	0.06772	0.0518	0.03792	0.01356	10.78	9.47	12.1	24.57	10.13	9.47	10.78	71.46	32.1	0.882	0.000001157	0.0000003678	0.004761	26.73	1413.08	1413.08	1413.08	1413.08
54	10.78	0.000001287	39.63	41.17	0.04983	0.06675	0.0685	0.0523	0.03833	0.01365	10.78	9.799	13.08	25.23	10.13	9.142	11.11	72.44	32.43	0.9234	0.000001287	0.0000004131	0.004761	29.19	1413.08	1413.08	1413.08	1413.08
55	8.814	0.00000139	40.68	41.67	0.05018	0.06745	0.06907	0.05266	0.03867	0.01379	8.814	8.157	13.41	24.57	8.486	7.829	9.799	75.06	33.09	0.9509	0.00000139	0.0000004535	0.004761	30.01	1413.08	1413.08	1413.08	1413.08
56	11.11	0.000001498	41.37	42.05	0.05081	0.06815	0.0699	0.05327	0.03908	0.01389	11.11	10.13	16.04	24.24	10.78	9.799	9.47	75.72	33.42	0.9342	0.000001498	0.0000005001	0.004761	31.32	1413.08	1413.08	1413.08	1413.08
57	11.44	0.000001595	42.78	42.52	0.05135	0.06921	0.0708	0.05395	0.03965	0.01409	11.44	10.78	17.35	27.52	11.44	10.78	11.44	77.36	34.07	0.9811	0.000001595	0.0000005472	0.004761	33.29	1413.08	1413.08	1413.08	1413.08
58	8.486	0.000001662	43.42	43.2	0.05187	0.06976	0.07148	0.05442	0.04009	0.01416	8.486	7.829	15.71	24.24	9.47	8.157	8.814	79	35.38	0.8869	0.000001662	0.0000005864	0.004761	34.28	1413.08	1413.08	1413.08	1413.08
59	10.78	0.000001721	43.85	43.51	0.05251	0.07046	0.07225	0.05505	0.04051	0.01434	10.78	9.799	18.99	26.54	11.44	10.13	11.11	80.31	35.71	0.9128	0.000001721	0.000000627	0.004761	35.26	1413.08	1413.08	1413.08	1413.08
60	9.799	0.000001752	45.27	43.86	0.05299	0.07122	0.07306	0.05551	0.04109	0.01449	9.799	8.814	18.99	23.59	9.799	8.157	9.799	82.61	36.37	0.925	0.000001752	0.0000006589	0.004761	34.94	1413.08	1413.08	1413.08	1413.08
61	11.11	0.000001766	45.9	44.28	0.05361	0.07196	0.07396	0.05602	0.04132	0.01454	11.11	10.13	21.62	24.9	12.75	10.13	11.11	84.57	37.02	0.9811	0.000001766	0.0000006843	0.004761	35.59	1413.08	1413.08	1413.08	1413.08
62	9.47	0.000001756	47.7	44.74	0.05405	0.07259	0.07461	0.05654	0.0418	0.01469	9.47	9.799	23.91	23.91	12.1	8.814	12.75	85.89	37.35	0.9263	0.000001756	0.0000007107	0.004761	35.1	1413.08	1413.08	1413.08	1413.08
63	10.13	0.000001734	48.5	45.22	0.05457	0.07332	0.07542	0.05717	0.0422	0.01482	10.13	9.799	24.9	23.26	12.42	8.814	11.77	88.18	38.34	0.9411	0.000001734	0.0000007329	0.004761	34.94	1413.08	1413.08	1413.08	1413.08
64	10.78	0.000001691	49.16	45.58	0.05507	0.07405	0.07617	0.05753	0.04264	0.01495	10.78	9.799	23.59	21.62	13.08	8.486	11.11	89.16	38.99	0.9017	0.000001691	0.0000007542	0.004761	34.11	1413.08	1413.08	1413.08	1413.08
65	10.13	0.000001619	50.8	46.16	0.05576	0.07494	0.0773	0.05816	0.04312	0.01513	10.13	9.799	24.24	20.63	14.39	9.142	11.44	91.79	39.65	0.9335	0.000001619	0.0000007731	0.004761	32.31	1413.08	1413.08	1413.08	1413.08
66	9.142	0.000001529	51.88	46.63	0.05622	0.07587	0.07816	0.05871	0.04363	0.0153	9.142	8.814	23.26	17.68	14.07	8.157	8.486	93.76	40.96	0.946	0.000001529	0.0000007887	0.004761	30.18	1413.08	1413.08	1413.08	1413.08
67	11.11	0.000001417	52.9	46.94	0.05685	0.07678	0.07929	0.05942	0.04421	0.01557	11.11	12.75	26.87	17.35	16.36	8.814	10.78	95.4	41.29	0.9122	0.000001417	0.0000008016	0.004761	28.04	1413.08	1413.08	1413.08	1413.08
68	11.44	0.000001287	53.63	47.43	0.05749	0.07767	0.08011	0.05991	0.04465	0.01564	11.44	12.42	27.2	18.01	18.33	10.13	10.78	97.69	42.6	0.9247	0.000001287	0.0000008107	0.004761	25.58	1413.08	1413.08	1413.08	1413.08
69	8.486	0.000001075	54.46	49.23	0.05888	0.07986	0.08231	0.06126	0.0458	0.0164	8.486	10.13	22.27	13.41	21.94	8.157	9.47	99.33	43.58	0.9391	0.000001075	0.0000008116	0.004761	22.3	1413.08	1413.08	1413.08	1413.08
70	11.11	0.0000008461	55.87	49.9	0.05977	0.08127	0.08392	0.06207	0.04663	0.01669	11.11	14.39	23.59	13.41	25.23	8.486	10.78	104.2	45.88	0.9066	0.0000008461	0.0000008012	0.004761	19.34	1413.08	1413.08	1413.08	1413.08
71	10.78	0.0000007416	58.26	50.42	0.06027	0.08227	0.08469	0.06267	0.04704	0.01685	10.78	14.07	23.26	13.74	26.21	9.799	11.11	108.2	47.52	0.926	0.0000007416	0.0000007973	0.004761	17.7	1413.08	1413.08	1413.08	1413.08
72	10.78	0.0000006348	60.29	50.85	0.06087	0.08303	0.08592	0.06327	0.04764	0.01707	10.78	14.72	22.6	13.74	30.15	9.799	11.44	109.5	48.17	0.8928	0.0000006348	0.0000007853	0.004761	15.57	1413.08	1413.08	1413.08	1413.08
73	9.799	0.000000555	62.05	51.54	0.06165	0.08429	0.08715	0.06405	0.04829	0.01728	9.799	14.07	18.99	10.78	31.46	8.486	9.47	112.1	49.16	0.9158	0.000000555	0.0000007706	0.004761	12.45	1413.08	1413.08	1413.08	1413.08
74	10.78	0.0000005146	62.77	52.03	0.06205	0.08517	0.08771	0.06449	0.04869	0.01741	10.78	16.36	19.65	12.1	33.11	10.46	10.78	114.7	50.47	0.9342	0.0000005146	0.0000007582	0.004761	12.61	1413.08	1413.08	1413.08	1413.08
75	11.44	0.0000004735	64.4	52.47	0.06279	0.08605	0.08876	0.06526	0.04929	0.0176	11.44	17.35	17.35	11.77	33.76	9.47	9.799	116.7	51.12	0.9368	0.0000004735	0.0000007282	0.004761	10.97	1413.08	1413.08	1413.08	1413.08
76	11.11	0.0000004482	65.63	53.03	0.06322	0.08712	0.08954	0.06599	0.04969	0.01776	11.11	19.97	17.68	10.46	36.06	9.142	10.46	119	52.11	0.922	0.0000004482	0.0000007034	0.004761	10.81	1413.08	1413.08	1413.08	1413.08
77	10.46	0.0000004219	67.08	53.48	0.06385	0.08792	0.09058	0.06646	0.05028	0.01799	10.46	16.69	13.74	10.13	38.36	8.157	10.13	122	53.09	0.9687	0.0000004219	0.0000006693	0.004761	9.331	1413.08	1413.08	1413.08	1413.08
78	9.799	0.0000003997	68.73	54.05	0.06474	0.08897	0.09174	0.06739	0.05074	0.01818	9.799	17.35	12.42	10.78	40.98	9.47	11.11	123.3	54.08	0.9145	0.0000003997	0.0000006314	0.004761	9.987	1413.08	1413.08	1413.08	1413.08
79	10.13	0.0000003876	69.91	54.36	0.06518	0.08975	0.09265	0.06847	0.05109	0.01831	10.13	18.01	12.1	10.78	42.3	9.142	10.78	126.2	55.72	0.8991	0.0000003876	0.0000006047	0.004761	9.823	1413.08	1413.08	1413.08	1413.08
80	11.77	0.0000003678	71.14	55.29	0.06607	0.09134	0.0941	0.06888	0.05185	0.01862	11.77	18.66	11.44	12.42	44.92	10.78	10.13	128.2	56.04	0.8886	0.0000003678	0.0000005577	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
81	11.11	0.0000003568	71.88	55.98	0.06702	0.09251	0.09538	0.06971	0.05247	0.01884	11.11	17.35	10.13	10.78	46.89	9.47	10.13	132.1	58.01	0.8738	0.0000003568	0.000000527	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
82	8.814	0.00000035	73.56	56.58	0.0679	0.09347	0.09637	0.07055	0.05312	0.01903	8.814	16.04	8.157	9.142	49.85	9.799	11.44	135.1	59.32	0.8918	0.00000035	0.0000005003	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
83	11.11	0.0000003438	76.64	57.31	0.06886	0.09478	0.09753	0.07139	0.05373	0.01929	11.11	17.02	10.13	11.44	52.14	11.77	11.44	138	60.63	0.9119	0.0000003438	0.0000004707	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
84	11.11	0.0000003386	78.37	57.9	0.06954	0.09572	0.09854	0.0721	0.05425	0.0195	11.11	15.71	9.799	11.11	54.11	11.77	10.78	142	62.27	0.9385	0.0000003386	0.0000004469	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
85	11.11	0.0000003339	79.16	58.46	0.07021	0.09699	0.1	0.07279	0.05477	0.0197	11.11	14.72	10.78	11.44	54.44	13.41	11.11	144.6	63.26	0.922	0.0000003339	0.0000004212	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
86	10.46	0.0000003294	80.59	59.02	0.07111	0.09772	0.1006	0.07364	0.05525	0.0199	10.46	12.42	9.47	10.46	54.44	12.75	11.11	146.6	64.24	0.8961	0.0000003294	0.0000003973	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
87	9.47	0.0000003241	82.71	59.68	0.07176	0.09874	0.1016	0.07431	0.05576	0.02013	9.47	9.142	7.829	9.47	54.77	12.1	9.142	149.8	65.55	0.9345	0.0000003241	0.0000003744	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
88	11.11	0.0000003247	84.03	60.18	0.07248	0.09964	0.1028	0.075	0.05625	0.02029	11.11	9.799	9.142	10.13	55.76	13.08	10.78	152.8	67.19	0.9247	0.0000003247	0.0000003668	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
89	9.47	0.0000003257	85.34	60.87	0.07306	0.1006	0.1036	0.07602	0.05669	0.0205	9.47	7.829	7.829	9.47	53.79	12.75	9.142	155.4	68.51	0.9578	0.0000003257	0.0000003676	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
90	8.157	0.0000003289	87.64	61.65	0.07402	0.1016	0.1053	0.07672	0.05733	0.02077	8.157	7.501	7.173	8.814	54.77	13.74	8.814	158.7	69.49	0.8853	0.0000003289	0.0000003694	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
91	10.13	0.0000003323	88.97	62.37	0.07488	0.1031	0.1066	0.07782	0.05776	0.02108	10.13	8.814	8.486	10.13	53.46	15.05	9.47	161.3	70.8	0.9128	0.0000003323	0.0000003712	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
92	8.486	0.0000003346	90.27	62.99	0.07584	0.1041	0.1073	0.07857	0.05843	0.02123	8.486	7.829	7.501	8.814	53.13	17.02	11.77	165.2	72.11	0.9096	0.0000003346	0.0000003738	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
93	9.142	0.0000003354	92.96	63.82	0.0765	0.105	0.1083	0.07948	0.0589	0.02149	9.142	8.157	7.501	9.142	51.49	16.36	8.814	168.2	74.41	0.8541	0.0000003354	0.0000003762	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
94	11.11	0.0000003379	94.63	64.48	0.07727	0.1061	0.1097	0.08024	0.05937	0.02171	11.11	10.46	9.799	11.44	53.13	20.63	11.11	171.8	75.06	0.8695	0.0000003379	0.0000003754	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
95	10.78	0.0000003383	96.69	65.21	0.07804	0.1071	0.1106	0.08127	0.05984	0.02202	10.78	9.799	9.799	11.44	49.85	21.29	10.78	174.8	76.7	0.8895	0.0000003383	0.0000003775	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
96	9.799	0.0000003383	98.33	65.67	0.07872	0.108	0.1116	0.08198	0.06034	0.02216	9.799	9.47	8.814	10.46	47.55	21.29	11.11	178	78.02	0.881	0.0000003383	0.0000003768	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
97	9.142	0.0000003586	100.3	68.31	0.08094	0.1109	0.1143	0.08449	0.0618	0.02319	9.142	8.157	8.157	9.142	44.27	25.23	9.47	180.7	79	0.901	0.0000003586	0.0000003939	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
98	11.11	0.000000358	103.1	69.21	0.08182	0.112	0.1158	0.08554	0.06234	0.02356	11.11	9.799	9.142	10.78	45.91	28.18	10.46	190.8	82.93	0.9023	0.000000358	0.0000003933	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
99	11.11	0.0000003565	108	69.96	0.08254	0.1129	0.1167	0.08605	0.06259	0.02372	11.11	9.799	9.47	10.46	41.97	27.85	11.77	195.1	85.23	0.8925	0.0000003565	0.0000003922	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
100	8.486	0.0000003542	110	70.77	0.08349	0.1142	0.1179	0.08736	0.06332	0.02401	8.486	7.829	7.501	8.814	38.36	28.84	9.142	197.7	86.54	0.8564	0.0000003542	0.0000003905	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
101	8.814	0.0000003511	112.3	71.96	0.08453	0.1153	0.1195	0.08848	0.06403	0.02437	8.814	8.157	8.157	9.47	35.73	30.81	9.142	202	88.18	0.8754	0.0000003511	0.0000003869	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
