Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
569	10.46	0.0000002093	138.9	78.91	0.09218	0.1243	0.1289	0.09668	0.0696	0.02682	10.46	9.799	9.142	11.11	15.38	25.23	10.78	248.9	107.9	0.8889	0.0000002093	0.0000002711	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
570	8.814	0.0000002132	137.7	78.29	0.09134	0.1234	0.1281	0.09587	0.06927	0.02654	8.814	8.157	8.157	9.47	16.36	25.23	8.486	245.3	106.2	0.882	0.0000002132	0.0000002746	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
571	11.11	0.0000002196	135.2	77.36	0.09033	0.1226	0.127	0.09489	0.06845	0.0263	11.11	10.13	9.799	11.11	19.32	24.24	11.11	240.7	103.9	0.8941	0.0000002196	0.0000002805	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
572	8.486	0.000000225	133	76.35	0.0894	0.1214	0.126	0.09403	0.06782	0.02605	8.486	7.501	7.173	8.814	18.99	23.26	11.44	237.1	102.3	0.8715	0.000000225	0.0000002858	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
573	8.814	0.0000002319	129.9	75.59	0.08844	0.1201	0.1244	0.0928	0.06699	0.02566	8.814	8.157	7.829	9.47	22.6	23.91	11.77	232.1	99.99	0.9394	0.0000002319	0.0000002919	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
574	10.78	0.0000002393	128.7	74.49	0.08743	0.1191	0.1232	0.09188	0.06628	0.02535	10.78	9.799	9.47	10.78	24.9	21.62	10.78	228.5	98.35	0.9109	0.0000002393	0.0000002993	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
575	8.486	0.0000002459	125.8	73.73	0.08664	0.118	0.1221	0.09098	0.06562	0.02508	8.486	7.173	7.501	8.814	25.23	20.3	9.142	223.6	96.05	0.8915	0.0000002459	0.0000003045	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
576	10.46	0.0000002531	123.7	72.79	0.08578	0.1169	0.1209	0.08993	0.06505	0.0248	10.46	9.47	8.814	10.78	28.84	20.3	10.78	219.7	94.41	0.9083	0.0000002531	0.0000003106	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
577	8.486	0.0000002601	120.6	71.87	0.08456	0.1154	0.1198	0.08862	0.06418	0.02444	8.486	8.157	7.829	9.47	33.43	20.96	12.42	215.4	92.77	0.9014	0.0000002601	0.0000003152	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
578	11.11	0.000000267	118.5	70.77	0.08356	0.1142	0.118	0.08729	0.06347	0.02409	11.11	9.799	8.814	10.46	33.11	18.01	9.47	211.2	90.8	0.8997	0.000000267	0.0000003224	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
579	10.78	0.0000002729	115.4	69.87	0.08257	0.1128	0.1166	0.08643	0.06282	0.02385	10.78	10.46	9.799	10.78	36.39	17.35	11.44	206.6	88.51	0.86	0.0000002729	0.000000325	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
580	10.78	0.0000002758	113.6	69.43	0.08191	0.1121	0.1159	0.08554	0.06239	0.02362	10.78	9.47	9.799	11.11	38.69	19.32	10.78	202	86.54	0.9256	0.0000002758	0.0000003275	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
581	11.11	0.0000002793	111.2	68.66	0.0811	0.1111	0.1147	0.08473	0.06192	0.02333	11.11	10.13	9.799	11.77	40	18.33	11.11	198	85.56	0.8882	0.0000002793	0.0000003319	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
582	11.44	0.0000002692	109.1	65.81	0.07879	0.1082	0.1115	0.08208	0.06051	0.02233	11.44	10.13	8.814	10.46	42.95	15.71	12.1	195.1	83.59	0.9434	0.0000002692	0.0000003217	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
583	10.46	0.0000002702	106.2	65.1	0.07813	0.1072	0.1107	0.0813	0.05996	0.02204	10.46	9.47	8.814	10.13	42.62	13.41	10.13	191.2	79.65	0.86	0.0000002702	0.0000003238	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
584	8.814	0.0000002711	100.1	64.41	0.07717	0.1059	0.1093	0.08037	0.05956	0.02184	8.814	9.142	9.142	10.13	45.58	13.74	11.77	181.3	78.02	0.8994	0.0000002711	0.0000003231	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
585	8.486	0.0000002714	99.35	63.62	0.07641	0.105	0.1083	0.07945	0.0589	0.02156	8.486	7.501	7.829	9.142	45.58	11.77	8.157	178.4	77.03	0.9191	0.0000002714	0.000000324	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
586	11.77	0.0000002717	98.16	63.09	0.07566	0.1042	0.1077	0.07869	0.05853	0.02135	11.77	10.46	10.13	12.1	45.91	13.41	10.46	174.8	75.39	0.8958	0.0000002717	0.0000003231	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
587	9.799	0.0000002711	96.34	62.34	0.07479	0.1029	0.1061	0.07779	0.05783	0.02107	9.799	8.814	9.142	10.46	47.22	12.42	10.78	172.8	74.08	0.9096	0.0000002711	0.000000324	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
588	9.142	0.0000002695	93.82	61.6	0.07387	0.1017	0.1048	0.0769	0.05719	0.02085	9.142	8.157	8.157	9.47	47.55	11.11	9.47	168.5	72.77	0.9027	0.0000002695	0.0000003222	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
589	10.46	0.000000268	91.95	61.19	0.07329	0.1006	0.1038	0.07608	0.05685	0.02059	10.46	9.47	9.142	11.11	47.88	11.11	10.78	165.6	70.8	0.9178	0.000000268	0.000000321	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
590	10.46	0.0000002666	89.68	60.25	0.07245	0.0996	0.1027	0.07518	0.05622	0.02036	10.46	9.47	9.47	10.78	48.21	11.44	10.46	161	69.82	0.9063	0.0000002666	0.0000003191	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
591	11.44	0.0000002642	88.14	59.61	0.07182	0.09885	0.1015	0.07443	0.05567	0.02017	11.44	9.799	10.13	11.77	48.21	12.75	10.78	158.4	68.51	0.927	0.0000002642	0.0000003184	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
592	10.78	0.0000002613	86.63	59.06	0.07114	0.09772	0.1009	0.07373	0.05521	0.02002	10.78	10.13	9.799	11.77	46.24	12.1	10.78	155.1	67.19	0.8912	0.0000002613	0.0000003165	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
593	8.814	0.0000002587	85.09	58.53	0.07038	0.09672	0.09984	0.07288	0.05462	0.01979	8.814	7.501	7.173	8.814	46.24	8.814	9.47	152.5	65.88	0.8761	0.0000002587	0.0000003152	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
594	10.13	0.0000002562	83.96	57.95	0.06954	0.09568	0.0987	0.07222	0.05427	0.01955	10.13	10.46	9.799	10.13	43.94	9.47	11.77	149.8	64.24	0.8882	0.0000002562	0.0000003121	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
595	10.13	0.000000254	81.85	57.19	0.06886	0.0947	0.09757	0.0715	0.05358	0.0194	10.13	9.142	9.142	10.78	43.28	9.47	11.44	146.6	63.59	0.8872	0.000000254	0.0000003115	0.004761	9.167	1413.08	1413.08	1413.08	1413.08
596	8.486	0.000000251	80.06	56.63	0.06804	0.0938	0.09637	0.07083	0.05301	0.01917	8.486	8.157	8.814	12.42	40.33	11.77	11.77	144.6	62.27	0.9256	0.000000251	0.0000003079	0.004761	9.331	1413.08	1413.08	1413.08	1413.08
597	11.11	0.0000002492	78.17	55.8	0.06715	0.09225	0.09523	0.06974	0.0524	0.01889	11.11	9.799	9.47	11.11	40.98	10.46	9.47	141	61.29	0.9536	0.0000002492	0.0000003061	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
598	8.814	0.0000002483	76.4	55.16	0.06633	0.09105	0.09376	0.06891	0.0518	0.01868	8.814	7.829	7.829	9.142	37.04	8.157	8.814	138	59.65	0.8912	0.0000002483	0.0000003036	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
599	9.142	0.00000025	74.96	54.62	0.06552	0.09004	0.09299	0.06853	0.05117	0.01846	9.142	9.799	8.814	10.78	34.75	9.142	11.77	135.1	58.01	0.9201	0.00000025	0.0000003023	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
600	10.46	0.0000002533	73.32	54.01	0.06474	0.08897	0.09174	0.06758	0.05076	0.01824	10.46	9.47	9.799	11.44	33.76	10.13	11.11	131.1	57.03	0.882	0.0000002533	0.000000301	0.004761	9.495	1413.08	1413.08	1413.08	1413.08
601	10.13	0.0000002574	71.19	53.5	0.06423	0.0882	0.09112	0.06673	0.05016	0.01806	10.13	8.814	8.814	10.78	31.46	8.814	11.11	128.5	55.72	0.8882	0.0000002574	0.0000003014	0.004761	10.32	1413.08	1413.08	1413.08	1413.08
602	8.486	0.0000002635	69.56	52.97	0.06365	0.08726	0.08993	0.06612	0.04967	0.01786	8.486	7.829	7.173	9.47	29.17	8.157	8.814	126.2	55.06	0.9217	0.0000002635	0.0000002997	0.004761	9.331	1413.08	1413.08	1413.08	1413.08
603	8.157	0.0000002785	68.43	52.36	0.06302	0.08626	0.0888	0.06536	0.04922	0.0177	8.157	7.501	7.501	9.47	27.85	7.829	9.142	123.6	53.75	0.9542	0.0000002785	0.0000003019	0.004761	10.48	1413.08	1413.08	1413.08	1413.08
604	10.13	0.000000398	67.55	52.18	0.06239	0.08557	0.08809	0.06487	0.04875	0.01753	10.13	14.39	16.04	11.11	27.2	8.814	11.11	121	52.76	0.9473	0.000000398	0.0000005493	0.004761	11.79	1413.08	1413.08	1413.08	1413.08
605	8.814	0.0000004687	66.92	51.45	0.06165	0.08426	0.08688	0.06403	0.04821	0.01733	8.814	12.75	16.69	10.78	25.23	8.486	12.75	119.3	51.45	0.9145	0.0000004687	0.000000627	0.004761	12.78	1413.08	1413.08	1413.08	1413.08
606	10.13	0.0000005174	65.93	51.15	0.06124	0.08366	0.08609	0.06357	0.04769	0.01716	10.13	14.07	19.32	11.77	24.9	9.142	11.11	117.7	50.47	0.9371	0.0000005174	0.000000655	0.004761	14.09	1413.08	1413.08	1413.08	1413.08
607	10.78	0.000000608	63.46	50.52	0.06061	0.0825	0.08493	0.06307	0.04717	0.01695	10.78	13.74	20.96	13.74	24.24	10.13	10.78	114.7	49.81	0.8981	0.000000608	0.0000006762	0.004761	15.57	1413.08	1413.08	1413.08	1413.08
608	10.13	0.000000764	63.32	49.79	0.05975	0.08107	0.08382	0.06205	0.04642	0.01674	10.13	12.1	20.96	13.41	21.29	8.814	10.78	113.1	48.5	0.9604	0.000000764	0.000000694	0.004761	18.69	1413.08	1413.08	1413.08	1413.08
609	11.44	0.0000008753	61.66	49.55	0.05925	0.08027	0.083	0.06163	0.04604	0.01656	11.44	11.77	21.29	13.74	20.3	8.486	10.78	110.2	46.86	0.9069	0.0000008753	0.0000007015	0.004761	20.33	1413.08	1413.08	1413.08	1413.08
610	8.157	0.000001124	60.34	47.56	0.05774	0.07801	0.08043	0.06003	0.04472	0.01574	8.157	8.814	21.94	14.07	14.39	7.501	8.814	107.9	46.53	0.9063	0.000001124	0.0000007199	0.004761	23.12	1413.08	1413.08	1413.08	1413.08
611	9.799	0.000001269	58.94	46.94	0.05697	0.07693	0.07932	0.05942	0.04409	0.01553	9.799	10.46	22.93	17.02	14.39	9.142	10.78	105.6	43.91	0.926	0.000001269	0.0000007145	0.004761	26.56	1413.08	1413.08	1413.08	1413.08
612	9.142	0.000001384	55.36	46.55	0.05647	0.07611	0.07822	0.05883	0.04358	0.01535	9.142	8.814	21.62	17.35	12.75	8.157	9.47	100.3	43.25	0.9611	0.000001384	0.000000708	0.004761	27.55	1413.08	1413.08	1413.08	1413.08
613	10.13	0.000001479	53.81	46.07	0.05576	0.07509	0.07742	0.05818	0.04306	0.01516	10.13	9.799	21.94	18.99	12.1	8.814	10.46	98.02	41.61	0.9516	0.000001479	0.0000006947	0.004761	29.85	1413.08	1413.08	1413.08	1413.08
614	8.157	0.000001544	52.99	45.56	0.05516	0.07431	0.07641	0.05751	0.04259	0.015	8.157	8.157	20.3	18.99	11.11	8.157	9.47	95.07	41.29	0.9647	0.000001544	0.0000006803	0.004761	31	1413.08	1413.08	1413.08	1413.08
615	9.799	0.000001586	51.62	45.13	0.05455	0.07343	0.07551	0.05706	0.04208	0.01484	9.799	9.47	20.96	21.29	10.78	8.814	10.13	93.1	39.97	0.904	0.000001586	0.0000006647	0.004761	32.47	1413.08	1413.08	1413.08	1413.08
616	9.799	0.000001607	50.81	44.79	0.05414	0.07271	0.07476	0.05654	0.04168	0.01474	9.799	9.142	19.97	22.6	11.11	8.814	10.78	91.13	39.32	0.9096	0.000001607	0.000000647	0.004761	33.62	1413.08	1413.08	1413.08	1413.08
617	9.47	0.000001608	49.39	44.45	0.05367	0.07205	0.07393	0.05607	0.04129	0.01461	9.47	9.142	18.99	21.62	9.799	9.142	10.78	89.16	38.66	0.9142	0.000001608	0.000000627	0.004761	33.62	1413.08	1413.08	1413.08	1413.08
618	10.13	0.000001596	48.89	43.91	0.0531	0.07128	0.07335	0.05549	0.04094	0.01448	10.13	9.142	18.33	22.27	10.46	9.47	10.78	87.85	37.68	0.988	0.000001596	0.0000006034	0.004761	34.28	1413.08	1413.08	1413.08	1413.08
619	9.799	0.000001557	47.83	43.56	0.05249	0.07055	0.07225	0.05496	0.04035	0.01433	9.799	9.47	17.35	22.93	9.799	8.157	11.11	85.89	37.35	0.906	0.000001557	0.0000005717	0.004761	33.13	1413.08	1413.08	1413.08	1413.08
620	8.486	0.000001505	46.95	43.03	0.05201	0.06982	0.07148	0.05442	0.04007	0.01419	8.486	7.829	15.05	22.27	8.814	7.829	8.486	84.25	36.37	0.9437	0.000001505	0.0000005431	0.004761	31.49	1413.08	1413.08	1413.08	1413.08
621	10.78	0.000001435	46.62	42.62	0.05152	0.06913	0.07074	0.05401	0.0396	0.01407	10.78	9.47	14.72	22.6	9.47	8.486	9.799	82.61	35.71	0.8958	0.000001435	0.0000005074	0.004761	30.34	1413.08	1413.08	1413.08	1413.08
622	11.44	0.000001337	44.98	42.05	0.05085	0.0682	0.07001	0.05327	0.03913	0.01395	11.44	10.13	15.05	23.91	11.44	10.13	10.46	80.97	35.38	0.9539	0.000001337	0.0000004632	0.004761	29.52	1413.08	1413.08	1413.08	1413.08
623	8.157	0.000001239	44.24	41.62	0.05024	0.0675	0.06916	0.05272	0.03868	0.0138	8.157	7.501	11.77	20.63	9.142	7.829	8.814	79.65	34.4	0.8964	0.000001239	0.0000004255	0.004761	27.88	1413.08	1413.08	1413.08	1413.08
624	8.814	0.000001142	42.4	41.17	0.04992	0.06699	0.06869	0.05224	0.03835	0.01371	8.814	7.829	10.78	20.63	8.814	8.157	8.486	77.36	34.07	0.8981	0.000001142	0.0000003903	0.004761	25.91	1413.08	1413.08	1413.08	1413.08
625	9.799	0.00000103	42.17	40.73	0.04939	0.06623	0.06796	0.05178	0.03786	0.01359	9.799	8.486	10.78	20.3	9.142	8.486	11.11	76.05	33.09	0.8758	0.00000103	0.0000003597	0.004761	25.09	1413.08	1413.08	1413.08	1413.08
626	10.78	0.0000009081	40.89	40.31	0.04885	0.06549	0.06729	0.05117	0.0375	0.01345	10.78	9.799	11.11	19.65	10.13	8.814	10.46	75.06	33.09	0.8826	0.0000009081	0.0000003294	0.004761	21.97	1413.08	1413.08	1413.08	1413.08
627	10.13	0.0000007874	40.2	39.84	0.04836	0.06492	0.07077	0.05068	0.03715	0.01339	10.13	9.142	10.46	18.99	9.142	8.814	10.78	73.1	31.78	0.9253	0.0000007874	0.0000003025	0.004761	20.66	1413.08	1413.08	1413.08	1413.08
628	8.486	0.0000006452	39.29	39.33	0.04779	0.06423	0.06599	0.05016	0.03672	0.01322	8.486	7.501	8.157	15.71	8.157	7.829	8.486	71.78	31.78	0.8984	0.0000006452	0.0000002653	0.004761	17.21	1413.08	1413.08	1413.08	1413.08
629	10.78	0.000000502	38.98	38.85	0.04722	0.06359	0.06541	0.04963	0.03636	0.0131	10.78	9.47	10.13	17.35	14.07	14.39	13.74	69.49	31.12	0.8987	0.000000502	0.0000002311	0.004761	15.4	1413.08	1413.08	1413.08	1413.08
630	8.486	0.0000003555	37.24	38.3	0.04663	0.06287	0.06474	0.04912	0.03594	0.01295	8.486	7.501	7.501	11.77	8.486	7.829	9.142	69.16	30.14	0.8751	0.0000003555	0.0000001998	0.004761	12.12	1413.08	1413.08	1413.08	1413.08
631	8.814	0.000000183	36.34	37.8	0.04604	0.0622	0.06423	0.04836	0.03543	0.01283	8.814	8.157	7.829	11.11	9.142	7.501	8.486	66.87	30.14	0.9151	0.000000183	0.0000001681	0.004761	9.495	1413.08	1413.08	1413.08	1413.08
632	11.11	0.00000009384	35.57	37.23	0.04553	0.06151	0.06342	0.048	0.035	0.01267	11.11	9.799	9.47	10.13	8.814	8.814	12.75	65.88	29.15	0.8922	0.00000009384	0.0000001554	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
633	10.78	0.00000009293	34.51	36.91	0.04497	0.06083	0.06282	0.04722	0.03468	0.01257	10.78	10.13	9.47	11.44	10.46	10.13	11.11	63.91	28.5	0.8826	0.00000009293	0.0000001544	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
634	8.814	0.00000009193	33.87	36.55	0.04444	0.06022	0.06217	0.04683	0.03423	0.01245	8.814	8.157	8.157	9.47	8.157	8.157	9.47	62.6	28.5	0.9263	0.00000009193	0.000000153	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
635	10.78	0.00000009174	33.23	35.11	0.04303	0.05871	0.06046	0.04546	0.0333	0.01192	10.78	9.799	8.814	10.78	9.142	9.142	10.78	61.29	27.84	0.8964	0.00000009174	0.0000001525	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
636	11.11	0.00000009114	31.94	34.76	0.04267	0.05816	0.05994	0.04492	0.03304	0.01179	11.11	10.46	9.142	10.13	9.142	9.142	11.11	59.98	26.2	0.8984	0.00000009114	0.0000001517	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
637	8.486	0.00000009075	30.58	34.46	0.04235	0.05767	0.05942	0.04449	0.03266	0.01172	8.486	9.142	9.799	11.11	8.814	8.814	11.44	56.37	25.55	0.8754	0.00000009075	0.0000001511	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
638	8.486	0.00000009012	30.08	34.02	0.04175	0.05701	0.05881	0.04393	0.03228	0.01159	8.486	7.501	7.173	8.814	8.157	8.157	8.486	56.04	25.22	0.904	0.00000009012	0.0000001502	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
639	10.13	0.00000008982	30.16	33.65	0.04132	0.05645	0.05811	0.04351	0.03189	0.01147	10.13	8.814	8.157	9.799	8.814	8.157	9.799	54.73	24.56	0.8833	0.00000008982	0.0000001496	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
640	11.11	0.00000008963	28.77	33.31	0.04086	0.0562	0.05756	0.04301	0.03164	0.01134	11.11	9.799	8.814	10.13	8.814	8.486	11.77	53.42	24.23	0.8997	0.00000008963	0.0000001491	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
641	8.814	0.00000008915	27.88	32.93	0.04046	0.0554	0.05715	0.04265	0.03132	0.01122	8.814	7.829	7.501	9.142	9.142	8.157	11.44	52.44	23.91	0.88	0.00000008915	0.0000001486	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
642	11.44	0.00000008891	27.42	32.57	0.03993	0.05479	0.05638	0.04208	0.03095	0.01111	11.44	10.78	10.13	12.1	11.11	10.46	9.47	51.78	22.92	0.8748	0.00000008891	0.0000001481	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
643	10.78	0.00000008876	26.87	32.18	0.03951	0.05416	0.05573	0.04152	0.03057	0.01098	10.78	9.799	10.13	11.77	10.13	10.13	11.44	50.14	22.92	0.8685	0.00000008876	0.0000001478	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
644	10.46	0.00000008843	26.69	31.81	0.0391	0.05358	0.05518	0.04111	0.03031	0.01086	10.46	9.47	9.47	11.11	9.799	9.799	10.78	49.49	22.59	0.9014	0.00000008843	0.0000001475	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
645	9.142	0.000000088	25.51	31.51	0.03877	0.05329	0.05466	0.04062	0.03	0.01077	9.142	8.157	7.829	9.142	8.157	7.829	8.814	48.17	22.59	0.8866	0.000000088	0.0000001468	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
646	11.44	0.00000008786	25.24	31.15	0.03825	0.0527	0.0541	0.04022	0.02971	0.01067	11.44	10.46	10.13	11.44	10.78	10.13	10.78	47.85	21.28	0.8938	0.00000008786	0.0000001467	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
647	9.799	0.00000008748	25.42	30.9	0.03785	0.05197	0.05346	0.03977	0.02944	0.01053	9.799	9.142	8.157	9.799	8.486	7.829	9.799	46.53	21.28	0.901	0.00000008748	0.0000001462	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
648	11.11	0.00000008734	24.63	30.48	0.0374	0.05152	0.05291	0.03926	0.02915	0.01043	11.11	10.13	9.47	11.44	11.11	9.799	9.799	46.21	20.95	0.8777	0.00000008734	0.0000001456	0.004761	8.182	1413.08	1413.08	1413.08	1413.08
649	10.78	0.0000000872	24.02	30.16	0.03701	0.05083	0.0523	0.03894	0.02891	0.01036	10.78	10.13	9.799	10.13	8.814	8.486	11.44	44.89	20.3	0.882	0.0000000872	0.0000001457	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
650	11.77	0.00000008715	23.34	29.84	0.03666	0.05032	0.05174	0.03839	0.02855	0.01023	11.77	10.46	9.799	11.77	10.78	10.13	10.78	43.91	20.3	0.8945	0.00000008715	0.0000001455	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
651	10.13	0.00000008701	23.18	29.52	0.03623	0.04979	0.05133	0.03798	0.02833	0.01012	10.13	9.47	9.47	11.11	9.47	9.47	10.78	42.93	19.64	0.8587	0.00000008701	0.0000001455	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
652	9.142	0.00000008635	22.16	29.11	0.03578	0.04918	0.05046	0.03749	0.02807	0.009993	9.142	7.829	7.501	8.814	8.814	8.157	8.814	42.6	19.64	0.9135	0.00000008635	0.0000001448	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
653	11.77	0.00000008649	22.14	28.82	0.03529	0.04861	0.04988	0.03706	0.02773	0.009874	11.77	10.13	10.13	10.13	8.814	8.486	11.11	40.96	18.66	0.8925	0.00000008649	0.0000001446	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
654	8.814	0.00000008626	21.59	28.47	0.03494	0.04806	0.04929	0.03665	0.0274	0.009792	8.814	8.486	8.486	11.11	8.486	8.486	11.77	39.97	18.66	0.9145	0.00000008626	0.0000001442	0.004761	8.51	1413.08	1413.08	1413.08	1413.08
655	10.13	0.00000008607	20.73	28.26	0.03464	0.04764	0.04894	0.03628	0.0272	0.009691	10.13	9.142	9.142	11.11	10.13	9.799	10.78	39.65	18	0.8954	0.00000008607	0.0000001443	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
656	10.78	0.00000008589	20.1	27.3	0.03378	0.04618	0.04751	0.03532	0.02651	0.009347	10.78	9.799	9.799	11.44	11.11	10.78	11.11	38.66	18	0.9053	0.00000008589	0.000000144	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
657	8.486	0.00000008552	19.72	26.92	0.03329	0.04565	0.0469	0.03486	0.02623	0.009214	8.486	7.173	7.501	8.814	8.486	7.829	9.142	38.01	17.02	0.8721	0.00000008552	0.0000001434	0.004761	8.018	1413.08	1413.08	1413.08	1413.08
658	10.78	0.00000008556	18.6	26.7	0.03304	0.04526	0.04655	0.0346	0.02606	0.009131	10.78	10.13	9.47	10.46	9.142	8.814	11.77	36.04	16.36	0.9365	0.00000008556	0.0000001437	0.004761	8.674	1413.08	1413.08	1413.08	1413.08
659	9.799	0.00000008538	18.16	26.4	0.03266	0.04474	0.04607	0.03419	0.02575	0.00904	9.799	9.47	8.814	10.78	9.142	8.814	10.78	35.06	16.69	0.926	0.00000008538	0.0000001432	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
660	10.13	0.00000008538	18.11	26.18	0.03235	0.04438	0.04556	0.03391	0.02553	0.008969	10.13	9.142	8.814	10.46	8.814	8.486	10.78	34.4	16.36	0.8731	0.00000008538	0.0000001431	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
661	8.814	0.00000008487	17.8	25.9	0.03194	0.04377	0.04492	0.03353	0.02517	0.008862	8.814	8.157	8.486	9.47	8.486	7.829	9.47	33.74	15.71	0.8577	0.00000008487	0.0000001425	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
662	9.142	0.00000008497	17.56	25.62	0.0317	0.04327	0.04456	0.03306	0.02495	0.00874	9.142	9.799	9.799	11.11	9.799	9.142	12.42	33.09	15.38	0.8938	0.00000008497	0.0000001425	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
663	8.486	0.00000008469	17.53	25.31	0.03126	0.04279	0.04407	0.03267	0.02468	0.008657	8.486	8.157	7.173	8.814	8.486	8.486	8.486	32.76	15.38	0.9007	0.00000008469	0.0000001421	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
664	9.47	0.00000008446	16.79	25.06	0.03092	0.04232	0.04349	0.03234	0.02444	0.008609	9.47	8.157	8.157	9.142	8.157	8.157	10.13	32.43	15.05	0.8922	0.00000008446	0.0000001417	0.004761	7.854	1413.08	1413.08	1413.08	1413.08
665	10.13	0.00000008455	17.07	24.83	0.03068	0.04173	0.04294	0.03203	0.02416	0.008926	10.13	9.47	9.142	10.13	9.142	8.814	11.11	31.12	14.4	0.883	0.00000008455	0.000000142	0.004761	9.003	1413.08	1413.08	1413.08	1413.08
666	10.78	0.00000008451	15.49	24.61	0.03032	0.04137	0.04257	0.03169	0.02394	0.00841	10.78	9.47	9.47	10.46	9.799	9.142	10.78	30.79	14.4	0.9033	0.00000008451	0.0000001422	0.004761	8.838	1413.08	1413.08	1413.08	1413.08
667	8.814	0.00000008405	15.46	24.35	0.03001	0.04096	0.0421	0.03134	0.02372	0.008317	8.814	7.829	7.829	9.142	8.486	8.157	9.799	30.14	14.4	0.8826	0.00000008405	0.0000001412	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
668	9.142	0.00000008396	15.14	24.07	0.02973	0.04043	0.04163	0.03103	0.02341	0.008241	9.142	8.486	7.829	9.142	8.157	8.157	9.47	29.81	14.07	0.9109	0.00000008396	0.0000001411	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
669	9.142	0.00000008387	15.25	23.82	0.02943	0.04003	0.04116	0.03068	0.02317	0.00815	9.142	8.157	8.486	9.142	8.486	8.157	9.142	29.48	14.07	0.8882	0.00000008387	0.000000141	0.004761	7.69	1413.08	1413.08	1413.08	1413.08
670	8.486	0.00000008383	14.84	23.58	0.0291	0.03963	0.0407	0.03032	0.02289	0.008111	8.486	7.829	7.501	9.142	8.486	8.157	9.799	28.5	13.41	0.9092	0.00000008383	0.0000001411	0.004761	8.346	1413.08	1413.08	1413.08	1413.08
