Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
0	10.78	0.00000005674	14.65	66.7	0.02779	0.02991	0.02734	0.02457	0.02557	0.02597	10.78	10.46	10.13	12.1	10.78	10.46	10.78	32.76	3.574	0.9276	0.00000005674	0.0000001067	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
1	11.44	0.00000005667	28.3	67.29	0.02795	0.03011	0.02756	0.02476	0.02577	0.02624	11.44	10.46	10.13	11.44	11.11	10.46	10.13	33.74	3.673	0.9545	0.00000005667	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
2	11.11	0.00000005677	28.57	69.24	0.02863	0.03092	0.02834	0.02547	0.02641	0.02694	11.11	10.13	9.799	11.44	10.78	10.46	10.46	34.07	4	0.989	0.00000005677	0.0000001064	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
3	8.814	0.00000005667	30.37	69.96	0.02892	0.03126	0.02859	0.02568	0.02671	0.02717	8.814	8.157	7.829	9.142	8.814	8.157	9.799	36.04	3.673	0.9729	0.00000005667	0.0000001065	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
4	9.47	0.00000005671	30.79	70.66	0.02918	0.03159	0.02885	0.02594	0.02693	0.02743	9.47	8.814	8.486	10.46	8.814	8.814	10.78	36.37	3.673	0.9545	0.00000005671	0.0000001064	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
5	9.799	0.00000005671	31.88	71.65	0.02959	0.03212	0.0292	0.02629	0.02733	0.02783	9.799	9.142	9.142	10.46	9.142	10.13	10.78	37.02	3.673	0.9801	0.00000005671	0.0000001066	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
6	11.11	0.00000005671	32.84	72.53	0.02982	0.03246	0.0295	0.0266	0.02757	0.02817	11.11	10.13	9.799	11.11	10.78	10.46	10.46	38.01	4	0.9808	0.00000005671	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
7	8.814	0.00000005658	33.39	73.52	0.0302	0.03291	0.02986	0.02688	0.0279	0.02846	8.814	7.501	7.501	8.814	8.486	7.501	9.142	38.99	3.673	0.9933	0.00000005658	0.0000001061	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
8	8.814	0.00000005667	34.57	74.46	0.03055	0.03331	0.03022	0.02718	0.02821	0.02877	8.814	8.486	7.829	9.47	8.814	8.157	10.13	40.3	4	0.9729	0.00000005667	0.0000001063	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
9	10.13	0.00000005667	35.52	75.3	0.03089	0.03362	0.03044	0.02743	0.02855	0.02903	10.13	7.501	7.173	8.814	8.157	8.157	8.814	40.96	4.328	0.9939	0.00000005667	0.0000001062	0.004761	8.182	1413.09	1413.09	1413.09	1413.09
10	9.47	0.00000005674	36.12	75.96	0.03117	0.03402	0.03073	0.02778	0.02878	0.02932	9.47	8.814	8.814	9.799	9.142	8.486	10.78	41.94	3.673	1.029	0.00000005674	0.0000001064	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
11	10.46	0.00000005674	37.36	76.87	0.03151	0.03439	0.03106	0.02797	0.02902	0.02962	10.46	9.799	9.142	10.78	10.78	10.13	10.13	42.27	3.673	0.9903	0.00000005674	0.0000001065	0.004761	9.167	1413.09	1413.09	1413.09	1413.09
12	10.78	0.00000005683	37.72	77.6	0.03181	0.03472	0.03134	0.02825	0.02935	0.02984	10.78	10.78	10.13	11.77	10.78	10.46	10.13	43.25	4	0.9424	0.00000005683	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
13	10.78	0.00000005674	38.95	78.41	0.03217	0.03509	0.03164	0.02849	0.02958	0.03023	10.78	9.799	9.799	11.44	10.46	10.78	9.799	44.57	3.673	0.9526	0.00000005674	0.0000001064	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
14	10.46	0.00000005683	39.62	79.29	0.03249	0.03544	0.03191	0.0287	0.02988	0.03038	10.46	9.47	9.142	11.11	10.78	10.13	10.78	44.89	3.673	0.9601	0.00000005683	0.0000001066	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
15	10.46	0.00000005674	40.38	79.98	0.03284	0.03581	0.03221	0.02907	0.03014	0.03072	10.46	9.142	9.142	10.46	9.47	8.814	11.44	45.55	3.673	0.9618	0.00000005674	0.0000001066	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
16	10.13	0.00000005674	41.43	81.04	0.0333	0.03623	0.03254	0.02935	0.03043	0.03098	10.13	9.47	9.47	10.78	9.799	8.814	11.11	46.53	3.673	0.9641	0.00000005674	0.0000001065	0.004761	9.167	1413.09	1413.09	1413.09	1413.09
17	10.78	0.00000005683	42.2	81.91	0.03363	0.03665	0.03291	0.02963	0.03073	0.03132	10.78	9.47	9.799	11.11	10.46	10.13	10.46	47.52	4	1	0.00000005683	0.0000001066	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
18	10.13	0.00000005661	43.35	82.47	0.0339	0.03703	0.03325	0.02991	0.03103	0.03155	10.13	8.814	8.486	9.799	9.47	8.157	9.47	48.83	4	0.9601	0.00000005661	0.0000001065	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
19	10.78	0.00000005674	44.3	83.52	0.03438	0.03744	0.03365	0.0302	0.03142	0.0319	10.78	9.47	9.47	11.11	10.46	10.78	10.78	49.49	4	0.9555	0.00000005674	0.0000001064	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
20	8.814	0.00000005667	45.15	84.36	0.03472	0.03785	0.03404	0.03048	0.03171	0.03214	8.814	8.157	7.829	9.47	8.486	8.157	9.142	50.8	4	0.9746	0.00000005667	0.0000001062	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
21	8.486	0.0000000568	46.64	85.1	0.03495	0.03828	0.03435	0.03082	0.03203	0.03255	8.486	8.157	7.501	9.142	8.814	8.814	9.47	51.45	3.345	0.987	0.0000000568	0.0000001063	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
22	8.814	0.00000005674	47.27	87.43	0.03597	0.03933	0.03533	0.0317	0.03294	0.03343	8.814	8.157	8.157	9.142	8.814	8.486	10.13	52.76	4	0.9365	0.00000005674	0.0000001066	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
23	10.13	0.00000005671	48.88	88.13	0.03631	0.03976	0.03568	0.03196	0.0333	0.03371	10.13	9.47	9.142	10.78	9.142	9.142	10.13	55.39	3.673	0.9775	0.00000005671	0.0000001066	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
24	8.157	0.00000005664	50.52	89.01	0.03668	0.04012	0.03597	0.03232	0.03357	0.03404	8.157	7.501	7.173	8.486	7.829	7.829	9.142	56.7	3.902	0.9759	0.00000005664	0.0000001062	0.004761	8.182	1413.09	1413.09	1413.09	1413.09
25	11.44	0.00000005667	52.01	89.97	0.03719	0.04073	0.03644	0.03274	0.03405	0.03455	11.44	10.13	9.47	11.44	10.78	10.13	10.13	57.36	3.673	0.9499	0.00000005667	0.0000001062	0.004761	8.51	1413.09	1413.09	1413.09	1413.09
26	9.47	0.00000005674	52.94	91.12	0.03762	0.04125	0.03691	0.03318	0.03447	0.03502	9.47	8.814	8.486	10.46	8.814	8.486	10.46	58.34	3.673	0.9493	0.00000005674	0.0000001064	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
27	8.814	0.00000005674	54.74	92.07	0.03809	0.04183	0.03741	0.03354	0.03494	0.03532	8.814	7.829	7.829	9.142	8.486	8.157	9.47	60.31	3.673	0.9552	0.00000005674	0.0000001065	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
28	10.46	0.00000005683	56.06	93.21	0.03857	0.04238	0.03789	0.03402	0.0353	0.0358	10.46	9.47	9.142	10.78	9.799	9.799	9.799	61.62	3.673	0.9631	0.00000005683	0.0000001065	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
29	9.142	0.0000000568	57.32	94.36	0.03912	0.04281	0.03832	0.03439	0.03576	0.03618	9.142	8.814	8.814	10.13	8.814	9.142	11.11	63.26	3.673	0.949	0.0000000568	0.0000001064	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
30	10.78	0.00000005671	58.99	95.04	0.03947	0.04327	0.03876	0.0348	0.03614	0.03653	10.78	9.47	9.47	11.44	10.78	10.46	10.78	64.9	4	0.9601	0.00000005671	0.0000001062	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
31	9.142	0.00000005674	60.22	96.1	0.04003	0.04382	0.03913	0.03519	0.03649	0.03697	9.142	8.486	7.829	9.47	9.142	8.157	9.47	65.88	4	0.9585	0.00000005674	0.0000001062	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
32	8.814	0.00000005671	61.33	96.75	0.04038	0.04424	0.03957	0.03547	0.03694	0.03731	8.814	7.501	7.173	8.814	8.157	7.501	9.142	67.52	4	0.9949	0.00000005671	0.0000001062	0.004761	7.854	1413.09	1413.09	1413.09	1413.09
33	8.157	0.00000005671	63.08	97.72	0.04083	0.04477	0.0399	0.03591	0.03732	0.03765	8.157	7.173	7.501	8.814	7.829	7.501	9.47	68.83	3.673	0.9542	0.00000005671	0.0000001063	0.004761	8.51	1413.09	1413.09	1413.09	1413.09
34	10.46	0.00000005671	64.06	98.54	0.04119	0.04519	0.04035	0.03624	0.03765	0.03806	10.46	9.142	8.814	10.13	9.47	8.814	9.799	70.14	4	0.9483	0.00000005671	0.0000001063	0.004761	8.346	1413.09	1413.09	1413.09	1413.09
35	8.486	0.00000005671	66.04	99.68	0.04173	0.0458	0.0409	0.03662	0.03807	0.03853	8.486	7.829	7.829	8.814	8.486	8.486	9.47	71.13	3.673	0.9749	0.00000005671	0.0000001064	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
36	10.46	0.00000005677	66.79	100.6	0.04212	0.04628	0.04127	0.03698	0.03844	0.03896	10.46	9.47	9.47	10.78	10.46	10.13	10.46	73.1	3.673	0.9782	0.00000005677	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
37	10.13	0.00000005683	68.97	101.4	0.04267	0.04672	0.04173	0.03746	0.03893	0.03927	10.13	9.142	8.814	10.13	9.142	8.814	10.13	73.75	3.673	1.008	0.00000005683	0.0000001066	0.004761	9.167	1413.09	1413.09	1413.09	1413.09
38	8.486	0.00000005683	69.81	102.7	0.0431	0.04737	0.04223	0.03789	0.03943	0.03979	8.486	8.157	7.501	9.142	9.142	8.486	9.799	75.72	3.902	0.9939	0.00000005683	0.0000001065	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
39	10.13	0.00000005674	71.59	103.6	0.04367	0.04785	0.04267	0.0383	0.03981	0.04012	10.13	8.814	8.814	10.78	9.47	8.486	10.13	77.03	3.902	0.9601	0.00000005674	0.0000001064	0.004761	8.346	1413.09	1413.09	1413.09	1413.09
40	8.814	0.00000005674	73.7	105	0.04414	0.04846	0.04324	0.03887	0.04031	0.04065	8.814	7.501	7.501	9.142	8.157	8.157	9.142	79	3.673	0.9453	0.00000005674	0.0000001062	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
41	8.814	0.00000005664	74.75	105.8	0.04454	0.04886	0.04368	0.03916	0.04077	0.04109	8.814	7.501	7.501	8.486	8.157	7.501	9.142	81.29	3.902	0.9916	0.00000005664	0.000000106	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
42	11.11	0.0000000568	76.81	107	0.04504	0.04947	0.04416	0.03958	0.04119	0.04145	11.11	9.799	9.799	11.77	10.13	10.46	10.13	81.95	3.673	0.9769	0.0000000568	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
43	10.78	0.00000005667	78.74	110.2	0.04652	0.05087	0.04558	0.04088	0.04247	0.04277	10.78	9.47	9.799	11.44	10.46	9.799	9.799	83.92	4	0.9746	0.00000005667	0.0000001063	0.004761	8.51	1413.09	1413.09	1413.09	1413.09
44	9.142	0.00000005671	82.56	111.3	0.04694	0.05135	0.046	0.04132	0.04281	0.04318	9.142	8.157	7.829	9.142	8.486	7.829	9.142	88.84	4	0.9545	0.00000005671	0.0000001063	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
45	10.78	0.0000000568	85.48	112.6	0.04747	0.05189	0.04652	0.04182	0.04339	0.0437	10.78	9.142	8.814	10.46	9.47	9.47	10.46	90.8	3.673	0.987	0.0000000568	0.0000001065	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
46	8.486	0.00000005674	86.04	114	0.04806	0.05266	0.04728	0.04237	0.04395	0.04428	8.486	7.501	7.501	8.814	8.486	7.829	9.47	92.44	4	0.944	0.00000005674	0.0000001064	0.004761	8.346	1413.09	1413.09	1413.09	1413.09
47	10.78	0.00000005677	89.1	115.8	0.04883	0.05339	0.04788	0.04305	0.04467	0.04488	10.78	9.799	9.47	11.44	10.78	10.13	10.78	94.74	3.673	0.9772	0.00000005677	0.0000001065	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
48	9.142	0.00000005667	91.57	116.9	0.04939	0.05401	0.04848	0.04348	0.04508	0.04536	9.142	7.829	7.829	9.47	8.814	8.157	9.799	97.36	3.673	0.9667	0.00000005667	0.0000001061	0.004761	8.182	1413.09	1413.09	1413.09	1413.09
49	8.814	0.00000005658	94	118.4	0.04996	0.05451	0.04898	0.04393	0.04565	0.04595	8.814	8.157	7.829	9.47	8.814	8.157	10.13	99.66	3.673	0.9834	0.00000005658	0.0000001063	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
50	8.157	0.00000005674	95.72	119.4	0.05044	0.05512	0.04951	0.04447	0.04615	0.04642	8.157	7.501	7.501	9.142	7.829	7.829	9.142	101.6	3.673	0.9939	0.00000005674	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
51	8.157	0.00000005671	97.63	120.9	0.05107	0.05565	0.05006	0.0451	0.04668	0.04696	8.157	7.173	7.501	8.814	8.157	7.501	8.814	103.9	3.673	1.024	0.00000005671	0.0000001063	0.004761	8.346	1413.09	1413.09	1413.09	1413.09
52	9.142	0.00000005674	100.3	122.3	0.05168	0.05625	0.05072	0.04564	0.04726	0.04749	9.142	8.486	8.814	10.13	8.486	8.814	10.46	105.9	3.673	0.9444	0.00000005674	0.0000001065	0.004761	9.003	1413.09	1413.09	1413.09	1413.09
53	9.142	0.00000005661	102.1	123.3	0.05205	0.05678	0.05113	0.04598	0.04764	0.04792	9.142	8.157	8.157	9.142	8.814	8.814	10.13	108.2	4	0.9874	0.00000005661	0.0000001063	0.004761	8.182	1413.09	1413.09	1413.09	1413.09
54	9.142	0.00000005664	104.4	124.9	0.05276	0.05735	0.05174	0.04646	0.04825	0.04846	9.142	8.157	8.486	9.47	8.814	8.486	9.799	110.2	3.673	0.9844	0.00000005664	0.0000001062	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
55	9.47	0.00000005664	106.2	126.3	0.0532	0.05788	0.0523	0.04694	0.04869	0.04892	9.47	8.486	7.829	9.47	8.486	8.157	9.142	112.1	3.673	0.947	0.00000005664	0.0000001062	0.004761	8.182	1413.09	1413.09	1413.09	1413.09
56	9.799	0.00000005671	108.2	127.9	0.05399	0.0586	0.05289	0.04768	0.04929	0.04959	9.799	9.47	8.157	10.13	9.142	8.486	10.13	114.1	3.673	0.9949	0.00000005671	0.0000001067	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
57	10.78	0.0000000568	111.4	129.2	0.05451	0.0592	0.05354	0.04819	0.04983	0.05014	10.78	9.799	9.47	11.11	10.46	10.13	10.13	117	4	0.97	0.0000000568	0.0000001063	0.004761	8.838	1413.09	1413.09	1413.09	1413.09
58	8.486	0.00000005677	113.8	130.5	0.05492	0.05965	0.05399	0.04865	0.0503	0.0506	8.486	7.829	7.829	8.814	8.486	8.157	9.799	119.7	3.673	1.016	0.00000005677	0.0000001064	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
59	8.814	0.00000005671	116.5	131.9	0.05558	0.0603	0.05466	0.04912	0.05089	0.05113	8.814	7.173	7.501	8.814	8.157	7.501	8.814	122.6	3.673	0.9417	0.00000005671	0.0000001064	0.004761	8.182	1413.09	1413.09	1413.09	1413.09
60	8.486	0.00000005677	118.6	133.4	0.05611	0.06087	0.05525	0.04961	0.05133	0.05166	8.486	7.501	7.173	8.814	8.157	7.829	8.814	124.9	3.902	0.9897	0.00000005677	0.0000001064	0.004761	8.346	1413.09	1413.09	1413.09	1413.09
61	10.78	0.00000006093	121	134.9	0.05663	0.06134	0.05576	0.05014	0.05185	0.05216	10.78	9.47	9.142	11.11	10.13	9.142	9.142	127.2	4	0.9545	0.00000006093	0.0000001101	0.004761	8.51	1413.09	1413.09	1413.09	1413.09
62	8.486	0.00000006375	123.4	135.8	0.05701	0.0619	0.05622	0.0505	0.05236	0.05261	8.486	7.829	7.829	8.814	8.486	7.829	10.13	129.5	4	0.9746	0.00000006375	0.0000001139	0.004761	8.674	1413.09	1413.09	1413.09	1413.09
63	8.157	0.00000006813	126	137.8	0.05765	0.06252	0.05678	0.05119	0.05303	0.05318	8.157	7.173	7.501	8.814	8.486	8.157	9.47	131.8	4	0.9654	0.00000006813	0.0000001186	0.004761	8.51	1413.09	1413.09	1413.09	1413.09
64	9.142	0.00000007238	128.3	139.2	0.05822	0.06317	0.05765	0.0518	0.05371	0.05382	9.142	7.829	7.501	9.47	8.157	7.829	9.47	135.1	3.673	0.9936	0.00000007238	0.0000001229	0.004761	8.018	1413.09	1413.09	1413.09	1413.09
65	8.486	0.00000008244	131.9	140.9	0.05895	0.0639	0.05813	0.0524	0.05425	0.05438	8.486	7.173	7.173	8.814	8.157	7.501	10.78	138.4	3.902	0.943	0.00000008244	0.000000133	0.004761	8.346	1413.09	1413.09	1413.09	1413.09
66	9.47	0.0000001669	135.1	142.8	0.05956	0.06459	0.05885	0.05299	0.0549	0.05499	9.47	9.47	8.814	10.13	8.486	9.142	12.75	141	3.673	0.9775	0.0000001669	0.0000002496	0.004761	9.167	1413.09	1413.09	1413.09	1413.09
67	12.42	0.0000002439	137.9	144.4	0.06013	0.06526	0.05942	0.05354	0.05534	0.05558	12.42	13.41	11.44	12.1	10.78	10.13	13.74	144.3	3.574	0.9746	0.0000002439	0.0000007815	0.004761	9.987	1413.09	1413.09	1413.09	1413.09
68	15.71	0.0000005653	140.7	148.7	0.06168	0.06721	0.06087	0.0551	0.05703	0.05699	15.71	18.01	10.78	12.75	10.46	9.799	16.04	147.5	3.673	0.9795	0.0000005653	0.000002199	0.004761	12.29	1413.09	1413.09	1413.09	1413.09
69	17.68	0.0000008557	148.2	150.9	0.0622	0.06799	0.0617	0.05571	0.05742	0.05765	17.68	23.26	11.77	13.41	8.486	7.501	18.33	156.7	3.673	0.9529	0.0000008557	0.000003405	0.004761	12.94	1413.09	1413.09	1413.09	1413.09
70	24.9	0.000001224	153.7	152.4	0.06287	0.06897	0.06234	0.05638	0.05818	0.05816	24.9	33.11	16.69	17.02	10.78	10.13	21.94	160.3	3.902	0.9677	0.000001224	0.00000467	0.004761	14.09	1413.09	1413.09	1413.09	1413.09
71	26.54	0.000001583	157.5	154.5	0.06339	0.06949	0.06292	0.05697	0.05883	0.05867	26.54	37.7	18.66	18.01	8.814	8.486	25.88	165.2	3.673	0.9788	0.000001583	0.000005702	0.004761	14.75	1413.09	1413.09	1413.09	1413.09
72	30.15	0.00000191	162.5	155.6	0.06392	0.07004	0.06342	0.05751	0.05925	0.05906	30.15	42.95	22.6	21.62	9.47	8.157	32.45	168.9	3.345	0.9496	0.00000191	0.000006467	0.004761	21.8	1413.09	1413.09	1413.09	1413.09
73	36.06	0.000002251	166.1	157.1	0.06449	0.07074	0.0641	0.05804	0.05999	0.05961	36.06	51.16	25.88	23.59	10.78	9.799	33.76	172.1	4	0.9805	0.000002251	0.00000722	0.004761	24.92	1413.09	1413.09	1413.09	1413.09
74	37.04	0.000002511	170.1	158.4	0.06495	0.07133	0.06454	0.05855	0.06042	0.05987	37.04	53.46	26.54	24.57	9.799	7.829	37.37	176.4	3.673	1.001	0.000002511	0.000007782	0.004761	26.4	1413.09	1413.09	1413.09	1413.09
75	44.27	0.000002852	172.9	160.3	0.06575	0.07222	0.06534	0.05913	0.06095	0.06054	44.27	61.34	32.12	28.51	12.75	10.78	44.59	179.7	3.673	1.024	0.000002852	0.000008471	0.004761	30.83	1413.09	1413.09	1413.09	1413.09
76	46.89	0.000003052	176.8	162	0.06617	0.07265	0.06575	0.05953	0.06143	0.0609	46.89	63.96	34.42	28.18	13.41	10.46	46.24	183.9	4	0.9549	0.000003052	0.000008835	0.004761	32.31	1413.09	1413.09	1413.09	1413.09
77	48.21	0.000003305	180.5	163.4	0.06691	0.07355	0.06609	0.06001	0.06192	0.06143	48.21	64.62	33.43	28.84	10.78	7.501	48.86	186.9	3.673	0.9864	0.000003305	0.000009295	0.004761	33.95	1413.09	1413.09	1413.09	1413.09
78	52.14	0.000003521	184.1	165.3	0.06758	0.07414	0.06675	0.06049	0.06247	0.0617	52.14	67.57	35.07	30.48	11.77	8.157	52.8	190.5	3.574	1.01	0.000003521	0.000009622	0.004761	100.6	1413.09	1413.09	1413.09	1413.09
79	55.43	0.000003802	187.7	166.8	0.0685	0.07635	0.0675	0.06134	0.06314	0.06244	55.43	70.2	37.04	31.14	13.41	8.157	58.71	194.1	4	1.058	0.000003802	0.000009982	0.004761	38.87	1413.09	1413.09	1413.09	1413.09
80	57.72	0.000004008	192.5	169	0.06949	0.07614	0.06834	0.0619	0.0638	0.06309	57.72	71.51	38.36	32.12	15.71	9.142	62.32	199.7	3.574	0.9838	0.000004008	0.00001022	0.004761	53.97	1413.09	1413.09	1413.09	1413.09
81	58.71	0.000004194	197.4	170.3	0.07004	0.07717	0.06957	0.06252	0.06479	0.06339	58.71	70.86	38.69	33.11	18.33	9.47	63.63	203.9	4.23	0.986	0.000004194	0.00001024	0.004761	45.77	1413.09	1413.09	1413.09	1413.09
82	60.02	0.000004286	202.1	172.8	0.07105	0.07776	0.06999	0.06299	0.06518	0.06433	60.02	70.53	38.03	32.45	19.32	9.142	68.23	209.5	3.902	1.049	0.000004286	0.00001029	0.004761	46.1	1413.09	1413.09	1413.09	1413.09
83	60.35	0.000004372	206.2	174.3	0.07185	0.07885	0.07105	0.06367	0.06583	0.06454	60.35	69.54	37.37	32.45	21.62	10.13	69.54	213.1	3.902	1.019	0.000004372	0.00001007	0.004761	47.57	1413.09	1413.09	1413.09	1413.09
84	61.01	0.000004386	210.8	175.5	0.07274	0.07979	0.0719	0.0641	0.06633	0.06508	61.01	68.89	38.69	32.78	26.21	13.41	72.5	217.4	3.902	1.036	0.000004386	0.000009816	0.004761	120.8	1413.09	1413.09	1413.09	1413.09
85	58.38	0.000004365	214.3	177.2	0.07352	0.08072	0.07268	0.06474	0.06686	0.06583	58.38	63.96	34.42	31.14	26.54	11.11	71.18	220.7	3.902	0.9933	0.000004365	0.000009493	0.004761	57.75	1413.09	1413.09	1413.09	1413.09
86	59.37	0.000004302	217.7	178.9	0.07443	0.08152	0.07332	0.06531	0.06758	0.06652	59.37	61.01	34.75	32.78	31.14	14.07	73.81	224.9	4.23	1.022	0.000004302	0.000009067	0.004761	49.21	1413.09	1413.09	1413.09	1413.09
87	57.07	0.000004208	222	180.7	0.07527	0.08247	0.07399	0.06602	0.06817	0.06713	57.07	56.08	32.12	31.14	33.11	14.39	72.82	229.5	3.902	1.026	0.000004208	0.000008591	0.004761	48.39	1413.09	1413.09	1413.09	1413.09
88	53.46	0.000004076	226.3	182.4	0.07608	0.08336	0.07485	0.06657	0.06891	0.06785	53.46	49.52	29.82	27.85	32.78	13.74	71.18	233.1	4.23	1.024	0.000004076	0.000008017	0.004761	46.75	1413.09	1413.09	1413.09	1413.09
89	51.49	0.000003933	230.1	184.6	0.0773	0.08449	0.0759	0.06721	0.0696	0.06861	51.49	44.27	27.52	27.2	36.72	14.72	68.56	237.1	3.902	1.038	0.000003933	0.000007334	0.004761	46.1	1413.09	1413.09	1413.09	1413.09
90	45.25	0.000003617	234.4	186.9	0.07822	0.08554	0.0769	0.06812	0.07066	0.06968	45.25	35.07	22.6	24.57	39.34	16.04	66.26	241.3	4.23	1.066	0.000003617	0.000006415	0.004761	60.05	1413.09	1413.09	1413.09	1413.09
91	40.66	0.000003409	239.3	188.3	0.07935	0.08667	0.07754	0.06861	0.07128	0.07071	40.66	27.85	20.3	23.59	41.31	16.04	62.32	246.9	4.23	1.026	0.000003409	0.000005544	0.004761	81.71	1413.09	1413.09	1413.09	1413.09
92	39.01	0.000003058	243.4	190	0.08011	0.08771	0.0785	0.06946	0.0719	0.07136	39.01	23.26	18.99	23.26	44.59	18.66	59.37	251.2	4.558	1.023	0.000003058	0.000004731	0.004761	40.52	1413.09	1413.09	1413.09	1413.09
93	29.49	0.000002691	248	192.6	0.08114	0.08862	0.07929	0.07013	0.07282	0.07242	29.49	13.74	13.08	19.32	43.94	16.04	51.82	255.8	4.558	1.003	0.000002691	0.000003726	0.004761	52.66	1413.09	1413.09	1413.09	1413.09
94	25.23	0.000002382	254	194	0.08208	0.08961	0.08005	0.07088	0.07352	0.07326	25.23	11.44	12.1	19.32	46.24	16.69	51.49	260.3	4.558	1.022	0.000002382	0.000002953	0.004761	34.28	1413.09	1413.09	1413.09	1413.09
95	26.21	0.000002088	258.1	196.2	0.08303	0.09047	0.08088	0.07139	0.07426	0.07399	26.21	12.1	12.75	20.96	47.88	20.3	48.21	265.3	4.558	1.037	0.000002088	0.000002338	0.004761	117.8	1413.09	1413.09	1413.09	1413.09
96	9.142	0.000001181	262.5	201.3	0.08551	0.09317	0.08329	0.07373	0.07681	0.07675	9.142	8.157	7.829	13.74	44.92	14.07	29.49	270.8	4.558	0.9995	0.000001181	0.000001035	0.004761	84.34	1413.09	1413.09	1413.09	1413.09
97	8.486	0.0000009259	273.6	203.7	0.08643	0.0941	0.08423	0.07455	0.07754	0.07788	8.486	7.501	7.173	11.44	44.59	13.08	22.93	286.3	4.886	1.015	0.0000009259	0.0000008887	0.004761	18.19	1413.09	1413.09	1413.09	1413.09
98	11.11	0.0000008178	284.5	205	0.08701	0.09496	0.08483	0.07509	0.07791	0.07807	11.11	10.13	9.47	13.41	44.92	15.05	19.65	292.2	5.214	1.002	0.0000008178	0.0000008169	0.004761	18.03	1413.09	1413.09	1413.09	1413.09
99	10.13	0.000000647	288.7	206.8	0.08816	0.09599	0.08581	0.07599	0.07897	0.07923	10.13	9.47	9.47	12.1	46.24	13.74	14.07	295.1	5.214	1.001	0.000000647	0.0000007266	0.004761	13.43	1413.09	1413.09	1413.09	1413.09
100	8.814	0.0000005385	292.7	209	0.08929	0.09718	0.08715	0.07717	0.08014	0.08033	8.814	7.501	7.501	9.47	42.3	11.77	9.799	302	5.214	1.004	0.0000005385	0.0000006604	0.004761	165.4	1413.09	1413.09	1413.09	1413.09
101	9.142	0.0000004847	301	211.2	0.09022	0.09842	0.08802	0.0781	0.08094	0.08104	9.142	9.142	7.829	10.78	41.97	11.44	10.13	309.9	4.886	0.9693	0.0000004847	0.0000006186	0.004761	10.64	1413.09	1413.09	1413.09	1413.09
102	8.157	0.0000004339	308	213.4	0.09137	0.09945	0.08897	0.07904	0.08191	0.08214	8.157	7.173	7.501	8.814	39.01	10.78	9.47	316.1	4.886	0.9595	0.0000004339	0.000000572	0.004761	9.331	1413.09	1413.09	1413.09	1413.09
